Sequence_ID	KAN4049539.1	KAN4049538.1	KAN4049537.1	KAN4049536.1	KAN4028371.1	KAN4028370.1	KAN4028369.1	KAN4028368.1	KAN4028367.1	KAN4028366.1	KAN4028365.1	KAN4028364.1	KAN4020167.1	KAN4019825.1	KAN4019824.1	KAN3988656.1	KAN3988622.1	KAN3988621.1	KAN3988620.1	KAN3937019.1	KAN3909434.1	KAN3898344.1	KAN3815460.1	KAN3796834.1	KAN3796733.1	KAN3276177.1	KAN3244679.1	KAN3244455.1	KAN1728004.1	KAN1727817.1	XP_081252512.1	XP_081251926.1	XP_081251925.1	XP_081279448.1	XP_081279447.1	XP_081279446.1	XP_081279445.1	XP_081279444.1	XP_080421443.1	XP_080457172.1	XP_080489744.1	XP_080489380.1	XP_080478064.1	XP_080478071.1	XP_080478070.1	XP_080478069.1	XP_080478068.1	XP_080478067.1	XP_080478066.1	XP_080478065.1	XP_080478063.1	XP_080226139.1	XP_080226138.1	XP_080225761.1	XP_080225760.1	XP_080255093.1	XP_080255092.1	XP_080216133.1	XP_080215990.1	XP_080202477.1	XP_079403352.1	XP_079395065.1	XP_079184151.1	XP_079167338.1	XP_079167337.1	XP_079167336.1	XP_079167335.1	XP_079167334.1	XP_079054589.1	XP_079054588.1	XP_079054587.1	XP_079064106.1	XP_079064077.1	KAM9657203.1	KAM9656907.1	KAM9656906.1	KAM9629049.1	KAM9629048.1	KAM9629047.1	KAM9629046.1	KAM9629045.1	KAM9629044.1	KAM9549035.1	KAM9549034.1	KAM9549033.1	KAM9549032.1	KAM9549031.1	KAM9549030.1	KAM9549029.1	KAM9520985.1	KAM9520627.1	KAM9380728.1	KAM9368738.1	KAM9287290.1	KAM9284415.1	KAM9267304.1	KAM9267244.1	KAM9255269.1	KAM9255060.1	KAM9236084.1	KAM9215082.1	KAM9188857.1	KAM9174645.1	KAM9010565.1	KAM9010564.1	KAM9010563.1	KAM9010562.1	KAM9010561.1	KAM9010560.1	KAM9010559.1	KAM9010558.1	KAM9010557.1	KAM8988953.1	KAM8988543.1	KAM8806775.1	KAM8795385.1	KAM8795200.1	KAM7097051.1	KAM7097050.1	KAM7097049.1	KAM7082031.1	KAM7074423.1	KAM7048750.1	KAM7048749.1	KAM7048748.1	KAM7048747.1	KAM7048746.1	KAM7048745.1	KAM7048744.1	KAM7029977.1	KAM7029976.1	KAM7029824.1	KAM7017246.1	KAM6993681.1	KAM6993576.1	KAM6421179.1	KAM6421178.1	KAM6421177.1	KAM6399256.1	KAM6397452.1	KAM6397451.1	KAM6368541.1	KAM6348312.1	KAM6334097.1	KAM6334096.1	KAM6334095.1	KAM6334094.1	KAM6333948.1	KAM6332697.1	KAM6332696.1	KAM6312410.1	KAM6312155.1	KAM6307105.1	KAM6295428.1	KAM6295375.1	KAM6268683.1	KAM6268682.1	KAM6268681.1	KAM6260583.1	KAM6238621.1	KAM6234076.1	KAM6234075.1	KAM6234074.1	KAM6234073.1	KAM6234072.1	KAM6200806.1	KAM6189981.1	KAM6189741.1	KAM6131972.1	KAM6129456.1	KAM6114929.1	KAM6107986.1	KAM6107800.1	KAM6079057.1	KAM6079056.1	KAM6079055.1	KAM6071054.1	KAM6071053.1	KAM6042744.1	KAM6042490.1	KAM6042489.1	KAM6042488.1	KAM6042305.1	KAM6042101.1	KAM4897387.1	KAM4884552.1	KAM4884515.1	KAM4776468.1	KAM4756934.1	KAM4756933.1	KAM4756552.1	KAM4669087.1	KAM4669086.1	KAM4669085.1	KAM4645386.1	KAM4645123.1	XP_021390439.2	XP_021390438.2	XP_021390437.2	XP_077644499.1
KAM6238621.1	57.38	57.38	54.24	54.24	54.65	54.65	54.44	52.59	50.00	57.05	57.05	53.95	94.41	32.93	32.93	86.83	35.45	35.45	35.03	54.80	95.25	32.62	54.24	93.02	34.36	55.37	92.18	33.13	33.54	94.41	95.81	32.01	31.63	53.76	50.34	50.34	58.05	54.80	89.66	55.08	90.50	33.54	53.99	49.65	57.72	57.72	57.72	57.72	57.72	52.46	54.52	92.18	92.18	32.83	32.83	57.72	53.91	33.33	90.22	54.52	91.06	54.80	86.03	57.83	57.38	57.38	52.75	54.24	57.38	52.46	53.95	34.15	91.62	93.30	33.23	33.23	57.38	57.38	52.57	54.24	50.43	50.43	57.38	57.38	57.38	57.38	57.38	57.38	54.24	32.60	91.62	55.08	89.39	54.24	54.24	32.32	93.30	93.02	31.40	54.80	94.69	54.80	89.66	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.24	91.62	33.23	54.52	35.49	76.64	55.00	54.80	47.56	94.13	32.62	54.44	52.59	57.05	57.05	57.05	52.79	53.95	87.96	87.96	33.73	54.52	34.03	84.92	57.72	52.46	54.52	88.83	55.28	54.24	93.30	54.80	26.95	34.13	32.23	26.60	91.90	57.72	54.52	34.35	93.30	54.52	33.03	90.78	57.72	52.79	54.52	54.80	100.00	94.41	94.41	94.41	69.20	65.37	54.80	93.85	32.32	54.80	55.37	94.69	89.66	34.45	58.05	58.05	54.80	59.06	55.65	33.23	75.00	94.97	64.89	93.02	34.45	54.52	35.93	87.11	54.80	33.23	22.57	88.24	56.71	56.71	53.67	33.54	91.34	57.38	57.38	54.24	34.73
KAM6234076.1	57.05	57.05	53.95	53.95	53.88	53.88	53.67	51.85	49.30	57.38	57.38	54.24	95.53	33.54	33.54	85.99	35.15	35.15	34.73	55.08	92.46	33.23	54.52	91.62	34.05	55.08	92.46	33.43	33.54	94.41	94.41	32.62	32.23	53.01	49.66	49.66	57.72	54.52	90.50	54.80	87.99	33.23	53.61	49.65	57.72	57.72	57.72	57.72	57.72	52.13	54.52	91.90	91.90	34.04	34.04	57.38	53.63	34.25	91.06	54.24	90.22	54.80	84.64	57.83	57.72	57.72	52.10	54.52	57.72	52.13	54.24	34.15	92.18	93.30	33.84	33.84	57.05	57.05	52.27	53.95	50.14	50.14	57.38	57.38	57.38	57.38	57.38	57.38	54.24	32.60	89.66	54.80	89.11	53.95	53.95	33.23	93.85	93.58	32.01	54.52	93.85	54.52	89.94	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.24	89.66	33.54	55.08	35.80	76.92	54.69	54.52	47.28	94.41	32.62	53.67	51.85	57.38	57.38	57.38	52.13	54.24	86.83	86.83	32.84	54.24	33.43	84.08	58.05	51.80	54.80	88.55	54.58	53.95	95.53	54.52	26.95	33.65	32.53	26.60	93.30	57.38	54.24	34.35	93.58	54.24	33.33	90.50	57.38	52.13	54.24	54.52	94.41	100.00	100.00	100.00	72.62	68.55	54.52	95.25	32.32	54.52	55.08	94.97	89.11	33.84	57.72	57.72	54.52	58.72	55.37	33.84	75.85	95.25	65.60	94.69	34.45	54.24	35.03	85.99	54.52	32.34	20.80	86.55	56.71	56.71	53.67	33.23	88.83	57.05	57.05	53.95	34.43
KAM6234075.1	57.05	57.05	53.95	53.95	53.88	53.88	53.67	51.85	49.30	57.38	57.38	54.24	95.53	33.54	33.54	85.99	35.15	35.15	34.73	55.08	92.46	33.23	54.52	91.62	34.05	55.08	92.46	33.43	33.54	94.41	94.41	32.62	32.23	53.01	49.66	49.66	57.72	54.52	90.50	54.80	87.99	33.23	53.61	49.65	57.72	57.72	57.72	57.72	57.72	52.13	54.52	91.90	91.90	34.04	34.04	57.38	53.63	34.25	91.06	54.24	90.22	54.80	84.64	57.83	57.72	57.72	52.10	54.52	57.72	52.13	54.24	34.15	92.18	93.30	33.84	33.84	57.05	57.05	52.27	53.95	50.14	50.14	57.38	57.38	57.38	57.38	57.38	57.38	54.24	32.60	89.66	54.80	89.11	53.95	53.95	33.23	93.85	93.58	32.01	54.52	93.85	54.52	89.94	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.24	89.66	33.54	55.08	35.80	76.92	54.69	54.52	47.28	94.41	32.62	53.67	51.85	57.38	57.38	57.38	52.13	54.24	86.83	86.83	32.84	54.24	33.43	84.08	58.05	51.80	54.80	88.55	54.58	53.95	95.53	54.52	26.95	33.65	32.53	26.60	93.30	57.38	54.24	34.35	93.58	54.24	33.33	90.50	57.38	52.13	54.24	54.52	94.41	100.00	100.00	100.00	72.62	68.55	54.52	95.25	32.32	54.52	55.08	94.97	89.11	33.84	57.72	57.72	54.52	58.72	55.37	33.84	75.85	95.25	65.60	94.69	34.45	54.24	35.03	85.99	54.52	32.34	20.80	86.55	56.71	56.71	53.67	33.23	88.83	57.05	57.05	53.95	34.43
KAM6234074.1	57.05	57.05	53.95	53.95	53.88	53.88	53.67	51.85	49.30	57.38	57.38	54.24	95.53	33.54	33.54	85.99	35.15	35.15	34.73	55.08	92.46	33.23	54.52	91.62	34.05	55.08	92.46	33.43	33.54	94.41	94.41	32.62	32.23	53.01	49.66	49.66	57.72	54.52	90.50	54.80	87.99	33.23	53.61	49.65	57.72	57.72	57.72	57.72	57.72	52.13	54.52	91.90	91.90	34.04	34.04	57.38	53.63	34.25	91.06	54.24	90.22	54.80	84.64	57.83	57.72	57.72	52.10	54.52	57.72	52.13	54.24	34.15	92.18	93.30	33.84	33.84	57.05	57.05	52.27	53.95	50.14	50.14	57.38	57.38	57.38	57.38	57.38	57.38	54.24	32.60	89.66	54.80	89.11	53.95	53.95	33.23	93.85	93.58	32.01	54.52	93.85	54.52	89.94	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.24	89.66	33.54	55.08	35.80	76.92	54.69	54.52	47.28	94.41	32.62	53.67	51.85	57.38	57.38	57.38	52.13	54.24	86.83	86.83	32.84	54.24	33.43	84.08	58.05	51.80	54.80	88.55	54.58	53.95	95.53	54.52	26.95	33.65	32.53	26.60	93.30	57.38	54.24	34.35	93.58	54.24	33.33	90.50	57.38	52.13	54.24	54.52	94.41	100.00	100.00	100.00	72.62	68.55	54.52	95.25	32.32	54.52	55.08	94.97	89.11	33.84	57.72	57.72	54.52	58.72	55.37	33.84	75.85	95.25	65.60	94.69	34.45	54.24	35.03	85.99	54.52	32.34	20.80	86.55	56.71	56.71	53.67	33.23	88.83	57.05	57.05	53.95	34.43
KAM6234073.1	42.16	42.16	41.15	41.15	44.64	44.64	44.64	44.64	44.12	41.18	41.18	40.38	70.72	33.72	31.85	65.40	34.50	34.50	33.97	41.54	68.06	32.17	41.54	68.44	31.64	41.15	69.20	32.56	31.40	70.34	69.58	32.95	32.44	45.49	42.91	42.91	42.16	41.15	66.16	41.54	65.02	30.14	45.06	43.03	41.67	41.67	41.67	41.67	41.67	42.51	40.77	69.58	61.08	32.82	32.59	41.67	40.15	32.81	66.92	41.15	66.54	41.92	64.26	46.15	41.67	41.67	42.74	40.77	42.16	42.51	40.77	33.33	68.82	69.58	34.11	32.53	42.16	42.16	37.55	41.15	35.69	35.69	41.67	41.67	41.67	41.67	41.67	41.67	40.77	32.54	66.92	41.15	65.40	41.15	40.77	31.78	69.96	68.44	32.17	41.15	69.20	41.54	66.54	41.67	41.67	41.67	41.67	41.67	41.67	41.67	41.67	40.77	66.92	33.73	41.92	32.05	61.22	39.38	41.15	30.98	69.20	32.95	45.06	45.06	41.67	41.67	41.67	42.91	40.77	65.40	61.05	33.09	40.77	32.35	65.40	42.16	42.91	41.15	64.26	45.06	40.77	70.72	41.15	28.82	35.80	30.92	28.42	69.58	41.67	40.77	34.11	69.96	41.15	33.33	66.16	42.16	42.91	41.15	41.54	69.20	72.62	72.62	72.62	100.00	93.70	41.15	71.48	32.56	41.15	41.54	69.96	66.16	32.17	41.67	41.67	40.77	42.65	41.54	32.95	92.51	69.58	86.58	69.20	32.17	40.77	36.26	65.02	41.15	32.06	17.65	65.40	41.67	41.67	40.77	32.94	66.16	41.67	41.67	40.77	34.35
KAM6234072.1	39.29	39.29	38.93	38.93	44.64	44.64	44.64	44.64	43.93	38.39	38.39	38.21	66.78	33.45	31.75	61.84	34.52	34.52	34.04	39.29	64.31	31.67	39.29	64.66	31.43	38.93	65.02	32.38	32.74	66.43	65.72	32.74	32.28	45.49	41.96	41.96	39.29	38.93	62.54	39.29	61.13	29.51	45.06	42.68	38.84	38.84	38.84	38.84	38.84	41.67	38.57	65.72	58.33	32.98	32.76	38.84	38.03	33.69	63.25	38.93	62.90	39.64	60.56	44.74	38.84	38.84	41.41	38.57	39.29	41.67	38.57	33.45	64.66	65.72	33.45	32.06	39.29	39.29	35.41	38.93	33.82	33.82	38.84	38.84	38.84	38.84	38.84	38.84	38.57	31.39	62.90	38.93	62.19	38.93	38.57	31.67	66.08	65.02	32.38	38.93	65.37	39.29	62.90	38.84	38.84	38.84	38.84	38.84	38.84	38.84	38.84	38.57	62.90	32.48	40.00	32.14	58.10	36.99	38.93	29.45	65.37	32.74	45.06	45.06	38.84	38.84	38.84	42.06	38.57	61.84	58.03	32.88	38.57	32.54	61.62	39.29	42.46	38.93	60.78	45.06	38.57	66.78	38.93	29.34	35.80	31.23	28.97	65.02	38.84	38.57	34.16	66.08	38.93	32.27	62.19	39.29	42.06	38.93	39.29	65.37	68.55	68.55	68.55	93.70	100.00	38.93	66.78	32.38	38.93	39.29	66.08	62.54	32.38	38.39	38.39	38.21	39.73	39.29	33.45	92.22	65.72	91.67	65.37	33.45	38.57	36.14	61.48	38.93	32.28	19.08	62.19	38.84	38.84	38.57	31.27	62.19	38.84	38.84	38.57	34.74
KAM6200806.1	98.33	98.33	98.59	98.59	98.07	98.07	97.69	94.46	89.47	97.66	97.66	97.75	54.52	32.83	32.83	53.26	29.91	29.91	29.91	97.18	55.37	32.52	96.34	55.93	29.97	98.31	54.24	31.52	32.83	55.93	55.37	33.13	33.13	95.88	88.47	88.47	97.99	98.03	55.37	96.62	54.52	33.44	94.70	87.46	94.98	94.98	94.98	94.98	94.98	90.20	95.21	54.52	54.52	33.43	33.43	96.99	97.46	31.71	54.24	96.06	55.08	95.77	53.95	97.40	96.99	96.99	91.29	97.46	95.99	91.50	96.34	34.35	56.21	54.80	33.13	33.13	97.99	97.99	91.27	98.31	89.88	89.88	95.65	95.65	95.65	95.65	95.65	95.65	95.77	32.19	55.65	96.06	54.80	97.75	98.31	32.52	55.37	54.80	32.52	97.75	54.52	96.90	55.08	95.65	95.65	95.65	95.65	95.65	95.65	95.65	95.65	95.77	55.65	32.19	95.21	34.46	53.31	95.02	98.87	82.95	55.08	32.22	97.69	94.46	96.32	96.32	96.32	91.50	96.90	53.54	53.54	30.12	98.31	30.42	53.11	96.66	91.18	97.18	53.11	98.25	97.75	55.08	97.46	26.54	33.66	32.83	26.54	54.24	96.66	97.18	34.85	56.21	97.46	32.33	54.80	96.32	90.85	96.90	98.87	54.80	54.52	54.52	54.52	41.15	38.93	100.00	55.65	32.83	97.18	97.75	55.37	56.78	32.22	96.66	96.66	97.18	96.99	97.46	33.13	45.92	55.65	39.43	55.08	32.83	97.75	30.82	53.26	98.03	29.31	18.06	54.11	94.65	94.65	94.65	31.56	55.08	97.32	97.32	97.46	29.61
KAM6189981.1	58.05	58.05	55.08	55.08	55.04	55.04	54.83	52.96	50.35	57.72	57.72	54.80	95.81	33.54	33.54	85.99	34.85	34.85	34.43	55.65	93.85	33.23	55.37	92.74	33.44	56.21	92.18	33.43	32.93	95.25	93.85	32.62	32.23	54.14	50.34	50.34	58.72	55.65	90.50	55.93	89.94	33.23	54.37	50.00	58.39	58.39	58.39	58.39	58.39	52.79	55.37	92.74	92.74	33.73	33.73	58.39	54.75	33.03	91.06	55.37	90.78	55.37	84.64	59.13	57.72	57.72	53.07	54.80	58.39	53.11	55.08	34.15	91.90	94.97	33.84	33.84	58.05	58.05	53.17	55.08	51.00	51.00	58.05	58.05	58.05	58.05	58.05	58.05	55.08	31.97	91.34	55.93	89.11	55.08	55.08	33.23	94.97	94.13	32.01	55.65	93.30	55.65	90.78	58.05	58.05	58.05	58.05	58.05	58.05	58.05	58.05	55.08	91.34	32.60	56.21	36.11	78.06	55.62	55.65	48.14	95.25	32.62	54.83	52.96	57.72	57.72	57.72	53.11	54.80	87.11	87.11	32.84	55.37	33.13	84.64	58.39	52.79	55.37	87.71	55.63	55.08	93.85	55.65	26.30	33.65	32.23	25.96	93.58	58.39	55.37	34.95	92.74	55.37	33.03	90.22	58.05	52.79	55.08	55.65	93.85	95.25	95.25	95.25	71.48	66.78	55.65	100.00	32.32	55.65	56.21	96.37	90.50	33.84	58.72	58.72	55.65	59.73	56.50	34.15	76.69	95.53	65.96	94.97	33.84	55.37	35.03	86.55	55.65	32.04	20.80	87.68	57.38	57.38	54.52	33.23	90.50	58.05	58.05	55.08	34.43
KAM6189741.1	32.23	32.23	32.52	32.52	35.92	35.92	35.77	34.24	32.71	32.97	32.97	33.13	32.32	90.64	90.64	32.01	57.86	57.86	57.86	33.43	32.32	85.96	32.83	33.23	69.91	32.83	32.62	77.49	88.01	32.62	32.01	85.67	85.67	34.39	31.43	31.43	32.60	32.83	32.93	33.13	33.54	63.86	35.20	32.47	33.70	33.70	33.70	33.70	33.70	32.99	33.43	32.62	32.63	85.63	85.63	32.97	33.13	73.53	33.54	32.52	32.01	32.22	32.22	35.85	32.97	32.97	32.65	33.13	32.23	32.29	32.22	79.82	32.93	32.93	92.11	92.11	32.23	32.23	30.39	32.52	29.38	29.38	33.70	33.70	33.70	33.70	33.70	33.70	33.43	61.28	33.54	33.13	32.01	32.83	32.83	85.67	32.32	32.93	89.77	32.83	32.93	32.83	32.93	33.70	33.70	33.70	33.70	33.70	33.70	33.70	33.70	33.43	33.54	61.59	31.91	69.44	35.28	31.86	32.83	28.44	32.01	90.06	35.37	33.85	32.97	32.97	32.97	32.64	33.13	32.01	32.04	59.47	33.43	59.76	32.52	32.97	32.64	33.13	33.54	35.21	32.52	32.32	33.13	60.97	81.04	86.26	60.97	32.93	32.60	32.83	80.70	32.62	32.83	75.73	33.54	32.60	32.64	32.83	32.83	32.32	32.32	32.32	32.32	32.56	32.38	32.83	32.32	100.00	32.83	32.83	32.62	32.93	89.47	32.60	32.60	32.83	32.60	32.83	88.89	34.48	32.62	32.62	31.71	82.75	33.13	60.83	31.40	32.52	62.31	35.65	32.32	34.07	34.07	33.74	61.75	33.23	32.97	32.97	33.13	58.46
KAM6131972.1	96.99	96.99	97.46	97.46	97.30	97.30	96.92	93.73	88.77	96.32	96.32	96.62	54.52	32.83	32.83	53.26	29.91	29.91	29.91	96.90	55.08	32.52	95.21	55.65	29.97	97.18	53.95	31.52	32.83	55.65	55.37	33.13	33.13	95.51	88.47	88.47	96.99	97.18	55.37	95.21	54.52	33.75	93.94	87.11	93.65	93.65	93.65	93.65	93.65	89.22	94.08	54.24	54.24	33.43	33.43	96.32	96.90	31.71	54.24	95.49	55.08	94.65	53.95	96.54	95.99	95.99	90.32	96.62	95.32	91.18	95.77	34.35	55.93	54.80	33.13	33.13	97.32	97.32	90.66	97.75	89.31	89.31	94.31	94.31	94.31	94.31	94.31	94.31	94.65	32.50	55.65	96.06	54.80	96.62	97.18	32.52	55.08	54.80	32.52	97.46	54.52	95.49	55.08	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.65	55.65	32.50	94.08	34.46	53.31	93.77	97.75	81.79	55.08	32.22	96.92	93.73	95.32	95.32	95.32	90.52	96.06	53.54	53.54	30.12	97.46	30.42	53.11	96.66	91.18	97.18	53.11	97.19	96.90	54.80	96.90	26.54	33.66	32.83	26.54	53.95	95.65	96.34	34.85	55.93	96.62	32.02	54.52	96.66	91.50	97.18	97.75	54.80	54.52	54.52	54.52	41.15	38.93	97.18	55.65	32.83	100.00	96.62	55.37	56.78	32.22	95.32	95.32	96.06	95.32	96.06	33.13	45.92	55.37	39.43	55.08	32.83	97.18	30.82	53.26	96.90	29.31	18.06	54.11	93.31	93.31	93.52	31.87	55.08	96.66	96.66	96.90	29.61
KAM6129456.1	97.66	97.66	98.03	98.03	97.68	97.68	97.31	94.10	89.12	96.99	96.99	97.18	55.08	32.83	32.83	54.39	30.51	30.51	30.51	97.46	55.93	32.52	96.34	56.50	30.28	98.31	54.80	31.52	33.13	56.50	55.93	33.13	33.13	95.51	88.14	88.14	97.66	97.75	55.93	96.06	55.08	34.06	94.32	87.11	94.65	94.65	94.65	94.65	94.65	89.54	94.93	55.08	55.08	33.43	33.43	96.32	96.90	32.01	54.80	95.77	55.65	95.49	54.80	96.97	96.32	96.32	90.65	96.90	95.32	90.85	95.77	34.35	56.78	55.37	33.13	33.13	97.32	97.32	90.66	97.75	89.31	89.31	95.32	95.32	95.32	95.32	95.32	95.32	95.49	32.50	56.21	95.77	55.37	97.18	98.03	32.52	55.93	55.37	32.52	97.18	55.08	96.34	55.65	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.49	56.21	32.81	95.21	34.15	53.31	94.39	98.31	82.37	55.65	32.22	97.31	94.10	96.66	96.66	96.66	91.50	97.18	54.39	54.39	30.72	97.75	31.02	54.24	95.99	90.52	96.62	53.67	97.54	97.18	55.65	97.18	26.54	33.66	33.13	26.54	54.80	96.32	96.90	35.15	56.78	96.90	32.33	55.37	95.32	90.20	96.06	98.31	55.37	55.08	55.08	55.08	41.54	39.29	97.75	56.21	32.83	96.62	100.00	55.93	57.34	32.22	96.32	96.32	96.90	95.65	96.34	33.43	45.92	56.21	39.78	55.65	33.13	97.18	31.12	54.39	97.46	29.91	18.94	54.67	94.31	94.31	94.37	31.87	55.65	96.66	96.66	96.90	30.21
KAM6114929.1	57.72	57.72	54.80	54.80	54.65	54.65	54.44	52.59	50.00	57.38	57.38	54.52	95.53	33.23	33.23	86.83	35.15	35.15	34.73	55.37	94.69	33.54	54.80	92.74	33.44	55.93	91.90	33.13	32.93	95.53	94.13	32.32	31.93	53.76	50.34	50.34	58.39	55.37	91.34	55.65	90.78	33.54	53.99	49.65	58.05	58.05	58.05	58.05	58.05	52.46	55.08	93.30	93.30	34.34	34.34	58.05	54.47	33.33	92.18	55.08	89.94	55.08	84.92	58.26	57.72	57.72	52.75	54.80	57.72	52.46	54.52	34.45	92.18	94.41	33.54	33.54	57.72	57.72	52.87	54.80	50.72	50.72	57.72	57.72	57.72	57.72	57.72	57.72	54.80	32.60	91.90	55.65	88.27	54.80	54.80	32.93	95.25	94.69	32.32	55.37	93.30	55.37	90.22	57.72	57.72	57.72	57.72	57.72	57.72	57.72	57.72	54.80	91.90	33.23	55.37	35.80	76.92	55.31	55.37	47.85	96.09	32.32	54.44	52.59	57.38	57.38	57.38	52.79	54.52	87.96	87.96	32.84	55.08	33.43	85.20	58.05	52.46	55.08	88.55	55.28	54.80	94.41	55.37	26.62	34.13	32.83	26.28	91.90	58.05	55.08	34.65	93.58	55.08	33.64	89.94	58.05	52.79	55.08	55.37	94.69	94.97	94.97	94.97	69.96	66.08	55.37	96.37	32.62	55.37	55.93	100.00	91.06	33.54	58.39	58.39	55.37	59.40	56.21	33.54	76.27	96.37	65.96	94.13	34.15	55.08	35.03	87.11	54.80	32.93	21.24	87.68	57.05	57.05	54.24	33.86	91.06	57.72	57.72	54.80	34.43
KAM6107986.1	58.72	58.72	56.21	56.21	56.98	56.98	56.76	54.81	52.11	58.39	58.39	55.93	89.66	34.45	34.45	84.87	35.76	35.76	35.63	56.21	90.22	33.84	56.21	89.39	34.36	57.34	88.27	33.13	34.45	89.94	89.94	33.54	33.13	56.02	52.38	52.38	59.40	56.78	87.99	57.06	87.15	33.86	56.27	51.75	59.06	59.06	59.06	59.06	59.06	54.43	56.50	89.11	89.11	34.64	34.64	59.06	55.87	34.86	88.83	56.50	87.71	57.06	84.92	60.00	58.72	58.72	54.37	56.21	59.06	54.75	56.21	35.37	87.99	89.94	34.76	34.76	58.72	58.72	54.08	56.21	51.86	51.86	58.39	58.39	58.39	58.39	58.39	58.39	55.93	33.23	88.27	56.78	87.99	56.50	56.21	33.84	89.66	91.06	32.62	56.78	90.50	56.78	88.83	58.39	58.39	58.39	58.39	58.39	58.39	58.39	58.39	55.93	88.27	33.86	56.78	36.73	74.64	56.56	56.78	48.71	90.22	33.84	56.76	54.81	58.39	58.39	58.39	54.75	55.93	85.15	85.15	33.13	56.50	33.73	82.12	59.06	54.43	56.50	85.75	57.39	56.21	88.83	56.78	26.95	34.62	33.43	26.92	88.83	59.06	56.50	35.56	89.11	56.50	33.64	87.99	58.72	54.43	56.21	56.78	89.66	89.11	89.11	89.11	66.16	62.54	56.78	90.50	32.93	56.78	57.34	91.06	100.00	34.76	59.40	59.40	56.78	60.40	57.63	34.76	72.46	90.50	62.77	89.66	35.06	56.50	35.33	85.15	56.78	32.93	20.35	85.99	57.72	57.72	55.37	34.17	87.71	58.72	58.72	56.21	35.03
KAM6107800.1	31.87	31.87	31.91	31.91	35.10	35.10	34.96	33.46	31.97	32.60	32.60	32.52	33.84	88.30	88.30	34.15	59.35	59.35	59.35	32.83	34.15	87.13	32.22	34.76	72.57	32.22	33.84	78.36	89.18	33.54	34.15	87.43	87.43	33.60	31.07	31.07	32.23	32.22	34.45	32.52	33.84	65.36	34.40	31.73	33.33	33.33	33.33	33.33	33.33	32.29	32.83	34.15	34.13	83.28	83.28	32.60	32.52	76.76	34.45	32.52	33.84	32.22	34.35	35.85	32.60	32.60	31.96	32.52	32.23	31.94	31.91	79.53	33.84	34.45	90.06	90.06	31.87	31.87	30.07	31.91	29.06	29.06	33.33	33.33	33.33	33.33	33.33	33.33	32.83	63.72	33.84	32.52	34.15	32.22	32.22	85.09	33.23	34.45	85.67	32.22	34.45	32.22	34.45	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	32.83	33.84	63.41	31.61	71.51	37.42	31.53	32.22	29.06	32.93	91.52	34.55	33.07	32.60	32.60	32.60	31.94	32.52	33.84	33.83	60.65	32.83	60.36	34.35	32.60	31.94	32.52	35.37	34.46	31.91	33.54	32.52	61.61	81.04	84.80	61.61	34.45	32.23	32.22	82.16	33.23	32.22	76.32	35.06	32.23	31.94	32.22	32.22	34.45	33.84	33.84	33.84	32.17	32.38	32.22	33.84	89.47	32.22	32.22	33.54	34.76	100.00	32.23	32.23	32.22	32.23	32.22	90.94	33.19	33.54	31.90	33.54	86.55	32.52	62.02	33.54	32.52	62.91	36.09	34.45	33.70	33.70	33.13	64.16	33.54	32.60	32.60	32.52	59.94
KAM6079057.1	96.99	96.99	96.99	96.99	97.04	97.04	96.57	92.56	86.46	96.66	96.66	96.66	57.72	32.97	32.97	56.23	30.55	30.55	30.55	95.99	58.72	32.23	94.98	58.72	30.15	96.66	57.38	32.12	33.33	59.40	58.72	33.33	33.33	93.84	85.36	85.36	96.66	96.66	58.72	94.65	57.72	33.71	93.27	84.42	93.98	93.98	93.98	93.98	93.98	87.60	93.98	57.72	57.72	34.07	34.07	95.65	95.65	33.09	57.72	94.98	58.05	93.98	57.38	96.10	95.99	95.99	88.19	95.99	94.65	88.40	94.65	33.33	58.72	58.05	33.33	33.33	96.66	96.66	96.66	96.66	96.66	96.66	94.31	94.31	94.31	94.31	94.31	94.31	94.31	32.20	58.39	94.31	58.05	95.99	97.32	32.60	58.39	57.72	32.23	96.99	57.72	95.32	58.39	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	58.39	32.20	93.31	35.69	54.64	97.66	97.66	92.64	58.05	32.23	96.08	92.09	95.65	95.65	95.65	88.80	95.65	56.57	56.57	30.07	96.99	31.16	56.04	95.32	87.60	95.32	55.70	96.51	96.32	58.39	95.65	24.90	33.56	32.60	24.90	57.38	95.99	95.99	35.40	59.06	96.66	32.00	57.72	94.65	87.20	94.65	97.32	58.05	57.72	57.72	57.72	41.67	38.39	96.66	58.72	32.60	95.32	96.32	58.39	59.40	32.23	100.00	100.00	100.00	94.98	94.98	33.70	48.02	59.06	39.01	58.39	33.70	96.66	31.27	56.23	96.99	29.09	18.50	57.58	93.31	93.31	93.31	31.82	57.72	96.32	96.32	96.32	30.55
